==============================================================================================================
    Date     Time  Temp SpCond   Cond  Resist    Sal DOsat     DO DOchrg   Depth    pH      pH     Orp Battery
   m/d/y hh:mm:ss     C  mS/cm  uS/cm  Ohm*cm    ppt     %   mg/L         meters            mV      mV   volts
--------------------------------------------------------------------------------------------------------------
10/26/19 19:05:20 10.77  0.329    239 4176.59   0.16  88.4   9.79   24.6   0.730  8.03   -61.0   250.9     6.2
10/26/19 19:20:20 10.81  0.340    248 4033.23   0.16  91.1  10.08   23.4   0.728  8.07   -63.5   251.2     6.2
10/26/19 19:35:20 10.77  0.339    247 4056.45   0.16  90.7  10.05   24.6   0.729  8.06   -62.7   251.4     6.2
10/26/19 19:50:20 10.70  0.337    245 4083.75   0.16  89.3   9.90   24.6   0.729  8.05   -62.3   251.3     6.2
10/26/19 20:05:20 10.48  0.323    234 4279.55   0.16  85.5   9.53   22.3   0.731  8.00   -59.2   251.3     6.2
10/26/19 20:20:20 10.76  0.341    248 4026.48   0.16  90.5  10.02   23.4   0.730  8.06   -62.6   251.3     6.2
10/26/19 20:35:20 11.02  0.349    256 3908.98   0.17  93.1  10.25   24.6   0.729  8.11   -65.4   251.5     6.2
10/26/19 20:50:20 10.83  0.343    250 4002.44   0.16  92.3  10.21   23.4   0.726  8.10   -65.0   251.6     6.2
10/26/19 21:05:20 10.79  0.344    251 3990.62   0.17  92.5  10.24   24.6   0.727  8.11   -65.4   251.6     6.2
10/26/19 21:20:20 10.76  0.346    252 3972.36   0.17  92.3  10.23   23.4   0.729  8.11   -65.6   251.6     6.2
10/26/19 21:35:20 10.75  0.343    249 4009.54   0.16  92.2  10.21   23.4   0.728  8.11   -65.2   251.6     6.2
10/26/19 21:50:20 10.68  0.337    245 4081.90   0.16  89.9   9.98   23.4   0.727  8.07   -63.2   251.6     6.2
10/26/19 22:05:20 10.75  0.340    247 4043.50   0.16  90.2  10.00   23.4   0.726  8.08   -63.7   251.5     6.2
10/26/19 22:20:20 10.65  0.334    242 4127.86   0.16  88.1   9.79   23.4   0.724  8.04   -61.6   251.5     6.2
10/26/19 22:35:20 10.74  0.344    251 3989.41   0.17  92.2  10.21   24.6   0.719  8.11   -65.5   251.2     6.2
10/26/19 22:50:20 10.97  0.341    249 4012.12   0.16  92.5  10.20   24.6   0.716  8.11   -65.6   251.3     6.2
10/26/19 23:05:20 10.89  0.332    242 4124.48   0.16  89.6   9.89   23.4   0.715  8.05   -62.2   251.4     6.2
10/26/19 23:20:20 10.67  0.328    238 4195.58   0.16  86.6   9.62   23.4   0.715  8.01   -59.9   251.3     6.2
10/26/19 23:35:20 10.54  0.329    238 4203.72   0.16  84.8   9.44   23.4   0.711  7.99   -58.8   251.1     6.2
10/26/19 23:50:20 10.46  0.330    238 4202.17   0.16  84.1   9.39   23.4   0.703  7.98   -58.5   250.8     6.2
10/27/19 00:05:20 10.40  0.331    238 4194.04   0.16  83.5   9.33   23.4   0.699  7.98   -58.3   250.5     6.2
10/27/19 00:20:20 10.36  0.331    239 4190.21   0.16  83.2   9.31   23.4   0.688  7.98   -58.3   250.3     6.2
10/27/19 00:35:20 10.33  0.332    239 4184.26   0.16  82.7   9.26   23.4   0.698  7.98   -58.3   250.1     6.1
10/27/19 00:50:20 10.32  0.333    240 4170.95   0.16  82.6   9.25   22.3   0.694  7.98   -58.3   249.9     6.2
10/27/19 01:05:20 10.31  0.334    240 4158.77   0.16  82.4   9.23   22.3   0.684  7.98   -58.1   249.8     6.2
10/27/19 01:20:20 10.30  0.335    241 4148.24   0.16  82.0   9.18   22.3   0.675  7.98   -58.0   249.6     6.2
10/27/19 01:35:20 10.28  0.335    241 4146.14   0.16  81.7   9.15   22.3   0.675  7.98   -58.0   249.5     6.1
10/27/19 01:50:20 10.28  0.337    242 4134.31   0.16  81.7   9.15   22.3   0.680  7.97   -57.9   249.6     6.1
10/27/19 02:05:20 10.26  0.333    240 4174.20   0.16  82.0   9.18   22.3   0.678  7.97   -57.9   249.6     6.1
10/27/19 02:20:20 10.30  0.332    238 4193.63   0.16  82.0   9.19   22.3   0.676  7.97   -57.9   249.8     6.2
10/27/19 02:35:20 10.30  0.331    238 4198.47   0.16  81.9   9.17   22.3   0.662  7.97   -57.9   249.9     6.1
10/27/19 02:50:20 10.30  0.331    238 4195.31   0.16  81.9   9.18   23.4   0.657  7.97   -57.9   249.9     6.1
10/27/19 03:05:20 10.25  0.333    240 4175.20   0.16  81.7   9.16   22.3   0.669  7.97   -57.9   249.8     6.2
10/27/19 03:20:20 10.29  0.333    239 4178.59   0.16  81.8   9.17   23.4   0.655  7.98   -58.3   249.8     6.1
10/27/19 03:35:20 10.32  0.333    240 4174.07   0.16  82.2   9.20   22.3   0.644  7.98   -58.5   249.8     6.2
10/27/19 03:50:20 10.36  0.333    240 4167.96   0.16  82.3   9.20   22.3   0.653  7.99   -58.9   249.8     6.1
10/27/19 04:05:20 10.38  0.333    240 4163.20   0.16  82.4   9.21   22.3   0.642  8.00   -59.2   249.8     6.1
10/27/19 04:20:20 10.38  0.333    240 4160.95   0.16  82.6   9.23   23.4   0.643  8.00   -59.4   249.8     6.1
10/27/19 04:35:20 10.41  0.333    240 4167.03   0.16  83.0   9.27   23.4   0.631  8.00   -59.6   249.9     6.1
10/27/19 04:50:20 10.40  0.333    240 4169.29   0.16  83.0   9.27   22.3   0.636  8.01   -59.7   250.0     6.1
10/27/19 05:05:20 10.37  0.333    240 4165.58   0.16  82.4   9.21   22.3   0.631  8.00   -59.5   250.1     6.1
10/27/19 05:20:20 10.36  0.334    240 4162.40   0.16  82.4   9.22   22.3   0.628  8.00   -59.5   249.9     6.1
10/27/19 05:35:20 10.36  0.334    240 4159.83   0.16  82.2   9.19   22.3   0.621  8.00   -59.5   249.9     6.1
10/27/19 05:50:20 10.36  0.334    241 4152.64   0.16  82.2   9.19   22.3   0.621  8.01   -59.9   249.8     6.2
10/27/19 06:05:20 10.38  0.334    241 4149.29   0.16  82.2   9.19   22.3   0.625  8.01   -60.1   249.7     6.1
10/27/19 06:20:20 10.38  0.334    241 4150.28   0.16  82.2   9.19   22.3   0.616  8.01   -60.2   249.8     6.1
10/27/19 06:35:20 10.38  0.334    241 4152.97   0.16  82.5   9.22   22.3   0.604  8.02   -60.2   249.8     6.1
10/27/19 06:50:20 10.38  0.335    241 4148.18   0.16  82.3   9.20   24.6   0.603  8.01   -60.1   249.8     6.1
10/27/19 07:05:20 10.37  0.335    241 4146.34   0.16  82.3   9.20   22.3   0.609  8.02   -60.2   249.8     6.2
10/27/19 07:20:20 10.38  0.335    241 4147.13   0.16  82.0   9.17   22.3   0.604  8.02   -60.3   249.8     6.1
10/27/19 07:35:20 10.38  0.335    241 4143.13   0.16  82.2   9.19   23.4   0.604  8.02   -60.4   249.8     6.1
10/27/19 07:50:20 10.39  0.335    241 4142.08   0.16  82.3   9.20   22.3   0.606  8.02   -60.4   249.8     6.1
10/27/19 08:05:20 10.39  0.335    241 4142.08   0.16  82.3   9.19   22.3   0.605  8.02   -60.5   249.8     6.1
10/27/19 08:20:20 10.40  0.335    242 4138.81   0.16  82.3   9.19   22.3   0.601  8.02   -60.5   249.9     6.1
10/27/19 08:35:20 10.40  0.335    242 4137.31   0.16  82.3   9.20   23.4   0.610  8.02   -60.5   249.8     6.1
10/27/19 08:50:20 10.40  0.335    242 4134.83   0.16  82.1   9.17   22.3   0.586  8.02   -60.5   249.6     6.1
10/27/19 09:05:20 10.41  0.336    242 4129.16   0.16  82.5   9.22   22.3   0.576  8.02   -60.7   249.4     6.1
10/27/19 09:20:20 10.41  0.336    242 4130.66   0.16  83.0   9.27   22.3   0.561  8.03   -60.8   249.1     6.1
10/27/19 09:35:20 10.41  0.336    242 4127.93   0.16  82.9   9.26   23.4   0.581  8.03   -60.8   249.0     6.1
10/27/19 09:50:20 10.42  0.336    242 4130.59   0.16  82.8   9.25   22.3   0.553  8.03   -60.9   249.0     6.1
10/27/19 10:05:20 10.43  0.335    242 4131.37   0.16  82.8   9.24   22.3   0.569  8.03   -61.0   248.8     6.1
10/27/19 10:20:20 10.45  0.335    242 4129.23   0.16  83.0   9.27   23.4   0.565  8.03   -61.1   248.7     6.1
10/27/19 10:35:20 10.46  0.336    243 4122.80   0.16  83.0   9.26   22.3   0.578  8.03   -61.0   248.7     6.1
10/27/19 10:50:20 10.48  0.337    243 4112.19   0.16  83.3   9.29   22.3   0.580  8.03   -61.2   248.7     6.1
10/27/19 11:05:20 10.49  0.337    243 4109.68   0.16  82.9   9.24   22.3   0.581  8.03   -61.1   248.8     6.1
10/27/19 11:20:20 10.51  0.337    244 4106.59   0.16  82.9   9.23   22.3   0.571  8.03   -61.2   248.8     6.1
10/27/19 11:35:20 10.52  0.337    243 4108.00   0.16  83.1   9.26   22.3   0.565  8.03   -61.0   248.7     6.1
10/27/19 11:50:20 10.54  0.336    244 4106.72   0.16  83.1   9.26   22.3   0.568  8.03   -60.9   248.6     6.1
10/27/19 12:05:20 10.59  0.337    244 4099.52   0.16  82.5   9.18   22.3   0.577  8.03   -60.9   248.6     6.1
10/27/19 12:20:20 10.57  0.336    244 4103.31   0.16  82.4   9.17   22.3   0.570  8.03   -60.9   248.7     6.1
10/27/19 12:35:20 10.64  0.338    245 4079.11   0.16  82.8   9.20   22.3   0.577  8.03   -61.0   248.7     6.1
10/27/19 12:50:20 10.67  0.338    246 4071.70   0.16  82.9   9.20   22.3   0.579  8.03   -61.3   248.8     6.1
10/27/19 13:05:20 10.82  0.342    249 4015.87   0.16  83.6   9.24   23.4   0.578  8.05   -62.4   248.8     6.1
10/27/19 13:20:20 10.97  0.346    253 3949.86   0.17  85.3   9.40   22.3   0.577  8.09   -64.3   248.7     6.1
10/27/19 13:35:20 10.91  0.345    252 3965.99   0.17  84.5   9.33   22.3   0.574  8.08   -63.7   249.1     6.1
10/27/19 13:50:20 10.96  0.346    253 3948.55   0.17  85.3   9.40   22.3   0.573  8.09   -64.3   249.0     6.1
10/27/19 14:05:20 11.02  0.346    253 3947.59   0.17  85.2   9.38   22.3   0.573  8.09   -64.6   248.8     6.1
10/27/19 14:20:20 11.07  0.345    253 3952.00   0.17  85.4   9.40   23.4   0.573  8.10   -64.7   248.5     6.1
10/27/19 14:35:20 11.07  0.343    252 3971.04   0.17  85.1   9.36   23.4   0.576  8.09   -64.6   248.6     6.1
10/27/19 14:50:20 11.03  0.342    250 3993.78   0.16  84.7   9.32   22.3   0.582  8.08   -64.1   248.7     6.1
10/27/19 15:05:20 11.05  0.341    250 4002.75   0.16  84.5   9.30   22.3   0.583  8.08   -64.1   248.7     6.1
10/27/19 15:20:20 11.02  0.340    249 4015.87   0.16  84.7   9.32   22.3   0.583  8.09   -64.2   248.5     6.1
10/27/19 15:35:20 10.89  0.340    248 4027.78   0.16  83.6   9.23   22.3   0.585  8.06   -63.0   248.7     6.1
10/27/19 15:50:20 10.85  0.339    248 4038.82   0.16  83.0   9.18   23.4   0.589  8.05   -62.2   249.3     6.1
10/27/19 16:05:20 10.82  0.339    247 4045.62   0.16  82.5   9.13   22.3   0.593  8.04   -61.5   249.7     6.1
10/27/19 16:20:20 10.97  0.335    245 4077.90   0.16  83.6   9.21   22.3   0.596  8.07   -63.3   249.1     6.1
10/27/19 16:35:20 11.04  0.331    243 4115.55   0.16  83.8   9.23   23.4   0.599  8.07   -63.3   248.0     6.1
10/27/19 16:50:20 11.42  0.319    236 4228.88   0.15  85.5   9.33   23.4   0.603  8.10   -65.2   246.6     6.1
10/27/19 17:05:20 11.34  0.322    238 4195.38   0.15  85.1   9.30   22.3   0.605  8.09   -64.4   246.8     6.1
10/27/19 17:20:20 11.39  0.320    237 4228.27   0.15  84.8   9.26   23.4   0.611  8.09   -64.4   246.8     6.1
10/27/19 17:35:20 11.18  0.330    243 4113.68   0.16  84.0   9.21   22.3   0.614  8.07   -63.1   247.6     6.1
10/27/19 17:50:20 11.16  0.332    244 4096.51   0.16  83.4   9.16   22.3   0.617  8.06   -62.8   248.3     6.1
10/27/19 18:05:20 11.11  0.333    245 4083.43   0.16  83.3   9.15   23.4   0.621  8.06   -62.8   248.7     6.1
10/27/19 18:20:20 11.30  0.329    243 4118.85   0.16  84.1   9.20   22.3   0.625  8.08   -63.8   248.3     6.1
10/27/19 18:35:20 11.36  0.327    242 4136.66   0.16  84.3   9.21   22.3   0.628  8.08   -64.1   248.3     6.1
10/27/19 18:50:20 11.48  0.321    238 4201.03   0.15  85.2   9.28   23.4   0.629  8.09   -64.5   248.1     6.1
10/27/19 19:05:20 11.52  0.320    237 4214.67   0.15  84.6   9.21   23.4   0.639  8.09   -64.3   248.2     6.1
10/27/19 19:20:20 11.47  0.322    239 4184.80   0.15  84.5   9.21   23.4   0.638  8.08   -64.1   248.4     6.1
10/27/19 19:35:20 11.46  0.325    241 4155.21   0.16  84.2   9.18   22.3   0.643  8.08   -64.0   248.8     6.1
10/27/19 19:50:20 11.44  0.327    243 4123.06   0.16  84.0   9.17   22.3   0.646  8.08   -63.8   249.1     6.1
10/27/19 20:05:20 11.41  0.333    247 4053.06   0.16  83.6   9.13   22.3   0.646  8.07   -63.4   249.9     6.1
10/27/19 20:20:20 11.41  0.334    247 4045.37   0.16  84.1   9.18   22.3   0.649  8.09   -64.4   250.4     6.1
10/27/19 20:35:20 11.51  0.333    247 4050.37   0.16  84.4   9.19   23.4   0.652  8.10   -64.9   250.4     6.1
10/27/19 20:50:20 11.55  0.331    246 4067.09   0.16  84.8   9.23   23.4   0.655  8.10   -65.2   250.6     6.1
10/27/19 21:05:20 11.59  0.328    244 4099.33   0.16  84.8   9.22   23.4   0.654  8.10   -64.9   250.6     6.1
10/27/19 21:20:20 11.58  0.330    246 4071.13   0.16  84.4   9.18   22.3   0.656  8.10   -65.1   250.6     6.1
10/27/19 21:35:20 11.58  0.332    247 4054.88   0.16  84.4   9.18   22.3   0.659  8.10   -64.9   250.6     6.1
10/27/19 21:50:20 11.59  0.329    245 4080.51   0.16  84.4   9.17   22.3   0.661  8.10   -64.9   250.6     6.1
10/27/19 22:05:20 11.56  0.327    243 4113.16   0.16  84.1   9.15   22.3   0.663  8.09   -64.5   250.6     6.1
10/27/19 22:20:20 11.57  0.326    242 4126.11   0.16  83.9   9.12   23.4   0.666  8.09   -64.5   250.7     6.1
10/27/19 22:35:20 11.56  0.329    244 4093.51   0.16  83.7   9.10   23.4   0.668  8.09   -64.6   250.9     6.1
10/27/19 22:50:20 11.58  0.330    246 4069.74   0.16  83.9   9.12   23.4   0.669  8.09   -64.6   251.0     6.1
10/27/19 23:05:20 11.58  0.330    245 4077.97   0.16  83.7   9.10   22.3   0.669  8.09   -64.5   251.0     6.1
10/27/19 23:20:20 11.59  0.327    243 4109.23   0.16  83.5   9.07   22.3   0.672  8.08   -64.2   251.1     6.1
10/27/19 23:35:20 11.61  0.325    242 4133.79   0.16  83.3   9.04   22.3   0.673  8.08   -64.1   251.3     6.1
10/27/19 23:50:20 11.62  0.323    240 4158.24   0.16  82.9   9.00   22.3   0.675  8.08   -63.9   251.1     6.1
10/28/19 00:05:20 11.63  0.316    235 4251.72   0.15  82.7   8.99   22.3   0.677  8.06   -62.9   251.0     6.1
10/28/19 00:20:20 11.62  0.319    238 4209.05   0.15  82.4   8.96   23.4   0.678  8.06   -63.0   250.9     6.1
10/28/19 00:35:20 11.68  0.311    232 4311.29   0.15  82.2   8.92   22.3   0.682  8.05   -62.6   250.7     6.1
10/28/19 00:50:20 11.61  0.316    235 4253.03   0.15  81.8   8.88   22.3   0.681  8.04   -62.0   250.9     6.1
10/28/19 01:05:20 11.65  0.315    235 4259.53   0.15  82.0   8.90   22.3   0.684  8.04   -62.1   250.7     6.1
10/28/19 01:20:20 11.58  0.321    238 4193.23   0.15  81.7   8.89   22.3   0.684  8.05   -62.2   250.9     6.1
10/28/19 01:35:20 11.58  0.321    239 4182.66   0.15  81.6   8.87   22.3   0.687  8.05   -62.3   251.0     6.1
10/28/19 01:50:20 11.58  0.327    243 4107.42   0.16  82.2   8.93   22.3   0.690  8.07   -63.4   251.1     6.1
10/28/19 02:05:20 11.57  0.327    243 4114.06   0.16  81.9   8.90   22.3   0.691  8.07   -63.4   251.3     6.1
10/28/19 02:20:20 11.65  0.324    242 4137.24   0.16  81.8   8.88   22.3   0.695  8.06   -62.8   251.3     6.1
10/28/19 02:35:20 11.60  0.326    243 4121.18   0.16  81.4   8.84   22.3   0.697  8.05   -62.3   251.6     6.1
10/28/19 02:50:20 11.66  0.321    239 4180.66   0.15  81.6   8.85   22.3   0.698  8.05   -62.3   251.5     6.1
10/28/19 03:05:20 11.69  0.313    233 4282.70   0.15  81.4   8.82   22.3   0.699  8.03   -61.3   251.9     6.1
10/28/19 03:20:20 11.66  0.320    238 4193.03   0.15  81.6   8.85   22.3   0.700  8.04   -62.0   251.8     6.1
10/28/19 03:35:20 11.61  0.328    244 4093.89   0.16  81.9   8.90   22.3   0.701  8.07   -63.4   251.8     6.1
10/28/19 03:50:20 11.67  0.313    234 4281.58   0.15  80.9   8.78   22.3   0.702  8.03   -61.3   252.1     6.1
10/28/19 04:05:20 11.65  0.322    240 4169.29   0.15  81.0   8.79   22.3   0.704  8.04   -62.0   252.0     6.1
10/28/19 04:20:20 11.64  0.315    235 4262.09   0.15  81.1   8.80   22.3   0.707  8.05   -62.1   252.4     6.1
10/28/19 04:35:20 11.69  0.314    234 4277.39   0.15  80.7   8.76   22.3   0.709  8.03   -61.0   252.5     6.1
10/28/19 04:50:20 11.73  0.297    222 4513.50   0.14  80.7   8.75   22.3   0.710  8.02   -60.5   252.7     6.1
10/28/19 05:05:20 11.67  0.312    232 4305.70   0.15  80.8   8.76   22.3   0.711  8.03   -61.2   252.8     6.1
10/28/19 05:20:20 11.67  0.304    227 4406.82   0.15  80.5   8.73   22.3   0.712  8.01   -60.3   253.2     6.1
10/28/19 05:35:20 11.67  0.298    222 4497.16   0.14  80.2   8.70   22.3   0.714  8.01   -60.4   253.2     6.1
10/28/19 05:50:20 11.64  0.305    227 4408.67   0.15  80.5   8.74   22.3   0.718  8.04   -61.6   253.4     6.1
10/28/19 06:05:20 11.61  0.321    239 4191.22   0.15  80.9   8.78   21.1   0.721  8.05   -62.4   253.4     6.1
10/28/19 06:20:20 11.63  0.309    230 4350.22   0.15  80.5   8.74   22.3   0.721  8.04   -61.9   253.2     6.1
10/28/19 06:35:20 11.63  0.296    221 4534.66   0.14  80.4   8.73   22.3   0.723  8.03   -61.1   253.8     6.1
10/28/19 06:50:20 11.62  0.297    221 4529.33   0.14  80.7   8.76   22.3   0.729  8.04   -61.8   253.7     6.0
10/28/19 07:05:20 11.60  0.297    221 4518.17   0.14  80.5   8.75   22.3   0.731  8.04   -62.1   253.8     6.1
10/28/19 07:20:20 11.60  0.309    230 4346.97   0.15  80.5   8.75   22.3   0.732  8.05   -62.3   254.0     6.1
10/28/19 07:35:20 11.59  0.309    230 4351.88   0.15  80.1   8.71   22.3   0.734  8.05   -62.6   253.8     6.0
10/28/19 07:50:20 11.57  0.314    233 4282.98   0.15  79.9   8.69   22.3   0.737  8.06   -62.8   253.8     6.1
10/28/19 08:05:20 11.51  0.292    217 4614.97   0.14  79.9   8.70   22.3   0.738  8.04   -61.8   253.8     6.1
10/28/19 08:20:20 11.52  0.294    218 4585.42   0.14  79.9   8.70   22.3   0.739  8.03   -61.4   254.4     6.0
10/28/19 08:35:20 11.53  0.288    214 4668.89   0.14  79.7   8.68   22.3   0.739  8.02   -61.0   254.6     6.1
10/28/19 08:50:20 11.54  0.292    217 4608.72   0.14  80.1   8.72   21.1   0.741  8.04   -61.6   254.8     6.1
10/28/19 09:05:20 11.53  0.292    217 4617.41   0.14  80.0   8.71   22.3   0.742  8.03   -61.2   255.0     6.1
10/28/19 09:20:20 11.54  0.292    217 4609.21   0.14  79.4   8.64   22.3   0.741  8.02   -60.9   255.2     6.1
10/28/19 09:35:20 11.53  0.293    217 4602.57   0.14  79.2   8.62   22.3   0.743  8.02   -60.6   255.2     6.0
10/28/19 09:50:20 11.56  0.291    217 4618.54   0.14  79.6   8.65   22.3   0.744  8.02   -60.9   255.3     6.1
10/28/19 10:05:20 11.57  0.292    217 4607.26   0.14  79.4   8.63   22.3   0.742  8.03   -61.0   255.6     6.0
10/28/19 10:20:20 11.57  0.292    217 4604.11   0.14  79.5   8.65   22.3   0.742  8.02   -60.9   255.8     6.1
10/28/19 10:35:20 11.55  0.294    218 4583.18   0.14  78.9   8.59   22.3   0.743  8.02   -60.4   255.9     6.1
10/28/19 10:50:20 11.54  0.297    221 4533.48   0.14  79.0   8.59   21.1   0.742  8.02   -60.7   255.9     6.0
10/28/19 11:05:20 11.56  0.294    219 4570.63   0.14  78.8   8.57   22.3   0.742  8.02   -60.7   255.8     6.0
10/28/19 11:20:20 11.59  0.294    219 4574.06   0.14  79.1   8.60   22.3   0.741  8.02   -60.8   256.1     6.0
10/28/19 11:35:20 11.57  0.293    218 4590.64   0.14  78.6   8.55   22.3   0.739  8.01   -60.2   255.9     6.0
10/28/19 11:50:20 11.56  0.295    219 4562.83   0.14  77.9   8.47   21.1   0.738  7.99   -59.0   255.9     6.1
10/28/19 12:05:20 11.56  0.297    220 4537.25   0.14  77.1   8.39   22.3   0.736  7.98   -58.3   255.8     6.0
10/28/19 12:20:20 11.56  0.295    219 4556.89   0.14  77.5   8.43   22.3   0.736  7.99   -58.8   255.3     6.1
10/28/19 12:35:20 11.58  0.296    220 4537.25   0.14  77.0   8.38   21.1   0.734  7.98   -58.4   255.3     6.0
10/28/19 12:50:20 11.58  0.294    218 4580.77   0.14  78.7   8.55   22.3   0.731  8.01   -60.0   255.6     6.1
10/28/19 13:05:20 11.71  0.291    217 4604.35   0.14  79.2   8.59   22.3   0.730  8.01   -60.4   256.6     6.1
10/28/19 13:20:20 11.69  0.293    219 4571.35   0.14  77.7   8.43   21.1   0.730  8.00   -59.6   256.7     6.0
10/28/19 13:35:20 11.83  0.294    220 4539.13   0.14  78.3   8.46   22.3   0.729  8.00   -59.9   256.3     6.0
10/28/19 13:50:20 12.38  0.299    227 4409.12   0.14  80.9   8.63   22.3   0.727  8.02   -60.7   258.2     6.1
10/28/19 14:05:20 12.21  0.295    223 4482.63   0.14  80.3   8.60   22.3   0.724  8.01   -60.3   259.0     6.0
10/28/19 14:20:20 12.43  0.294    224 4473.52   0.14  81.3   8.67   22.3   0.725  8.02   -61.0   259.0     6.0
10/28/19 14:35:20 12.49  0.294    223 4475.66   0.14  80.7   8.60   22.3   0.724  8.02   -61.0   259.0     6.1
10/28/19 14:50:20 12.66  0.295    225 4438.38   0.14  81.2   8.62   22.3   0.722  8.03   -61.4   259.8     6.1
10/28/19 15:05:20 12.73  0.300    229 4360.78   0.14  82.4   8.73   22.3   0.723  8.04   -62.0   259.5     6.1
10/28/19 15:20:20 12.58  0.303    231 4325.09   0.15  81.2   8.63   22.3   0.722  8.04   -62.0   259.1     6.0
10/28/19 15:35:20 12.37  0.307    233 4286.27   0.15  80.8   8.62   22.3   0.726  8.06   -63.0   258.5     6.1
10/28/19 15:50:20 12.40  0.309    235 4255.79   0.15  80.9   8.63   22.3   0.728  8.08   -64.0   258.3     6.1
10/28/19 16:05:20 12.43  0.308    234 4273.06   0.15  81.2   8.66   22.3   0.726  8.08   -64.4   258.2     6.0
10/28/19 16:20:20 12.61  0.307    234 4268.68   0.15  81.9   8.70   22.3   0.725  8.09   -64.7   258.7     6.1
10/28/19 16:35:20 12.52  0.304    231 4320.96   0.15  81.0   8.62   22.3   0.726  8.07   -63.8   258.9     6.0
